Ploidy,Species,Dev,Dev50,Devprog
02nat,tab095a,60,0.155983305,0.065066807
02nat,tab095a,60,0.462676248,0.053738785
02nat,tab095a,60,0.030920113,0.034146498
02nat,tab095a,60,0.1070027,0.060306347
02nat,tab095a,60,0.135442008,0.023636159
02nat,tab095a,60,0.315561171,0.125975865
02nat,tab095a,60,0.229146167,0.131634829
02nat,tab095a,60,0.166709937,0.116701357
02nat,tab095a,60,0.070407654,0.120243611
02nat,tab095a,60,0.081923886,0.111579633
02nat,tab095a,60,0.328691591,0.12077034
02nat,tab095a,60,0.311156852,0.062407617
02nat,tab095a,60,0.152337747,0.025502089
02nat,tab095a,60,0.144774249,0.134396459
02nat,tab095a,60,0.092428227,0.035144449
02nat,tab095a,60,0.183338959,0.18005972
02nat,tab095a,60,0.026184378,0.035950471
02nat,tab095a,60,0.051543161,0.087238776
02nat,tab095a,60,0.249494187,0.081675308
02nat,tab095a,60,0.165160995,0.019354604
02nat,tab095a,60,0.052570362,0.457261498
02nat,tab095a,60,0.20941336,0.117029293
02nat,tab095a,60,0.035215073,0.026127009
02nat,tab095a,60,0.069094966,0.009662751
02nat,tab095a,60,0.138507658,0.129932219
02nat,tab095a,60,0.310299113,0.188248822
02nat,tab095a,60,0.209745978,0.224938528
02nat,tab095a,60,0.321730451,0.104907057
02nat,tab095a,60,0.162506521,0.110300358
02nat,tab095a,60,0.161983795,0.022315085
02nat,tab095a,60,0.15124894,0.068139618
02nat,tab095a,60,0.203373515,0.259194338
02nat,tab095a,60,0.082430789,0.132874889
02nat,tab095a,60,0.36853861,0.078318076
02nat,tab095a,60,0.299714178,0.343732875
02nat,tab095a,60,0.066982312,0.015742272
02nat,tab095a,60,0.153124997,0.052051928
02nat,tab095a,60,0.186278407,0.13279864
02nat,tab095a,60,0.055047695,0.171917962
02nat,tab095a,60,0.263747271,0.012827807
02nat,tab095a,60,0.5,0.768697954
02nat,tab095a,60,0.034431094,0.185637818
02nat,tab095a,60,0.229659538,0.02594094
02nat,tab095a,60,0.5,0.99999982
02nat,tab095a,60,0.257033911,0.049550784
02nat,tab095a,60,0.038992553,0.020498069
02nat,tab095a,60,0.116284122,0.146162998
02nat,tab095a,60,0.499999965,1.41289E-08
02nat,tab095a,60,0.047312258,0.079679823
02nat,tab095a,60,0.419701989,0.397388541
02nat,tab095a,60,0.088697759,0.223241764
02nat,tab095a,60,0.075620787,0.162517913
02nat,tab095a,60,0.102295726,0.232944321
02nat,tab095a,60,0.017876775,0.113196278
02nat,tab095a,60,0.499999969,0.045772328
02nat,tab095a,60,0.155477282,0.150498212
02nat,tab095a,60,0.006195458,0.165347884
02nat,tab095a,60,0.060813923,0.09328213
02nat,tab095a,60,0.316909591,0.186646859
02nat,tab095a,60,0.499999995,5.45894E-08
02nat,tab095a,60,0.073776421,0.010613144
02nat,tab095a,60,0.03314526,0.080024816
02nat,tab095a,60,0.021636647,0.378420543
02nat,tab095a,60,0.00419529,0.029070868
02nat,tab095a,60,0.5,0.999999929
02nat,tab095a,60,0.5,0.999999474
02nat,tab095a,60,0.212201443,0.106883454
02nat,tab095a,60,0.097904218,0.013083808
02nat,tab095a,60,0.281080425,0.138825189
02nat,tab095a,60,0.021496915,0.199462055
02nat,tab095a,60,0.179548651,0.146708321
02nat,tab095a,60,0.015668076,0.05043107
02nat,tab095a,60,0.161963485,0.029288407
02nat,tab095a,60,0.032931566,0.115085708
02nat,tab095a,60,0.271929122,0.01284353
02nat,tab095a,60,0.154332403,0.065969498
02nat,tab095a,60,0.007045098,0.015402797
02nat,tab095a,60,0.129279416,0.047718064
02nat,tab095a,60,0.17891032,0.031576228
02nat,tab095a,60,0.188492125,0.529796382
02nat,tab095a,60,0.36417909,0.145981274
02nat,tab095a,60,0.033521305,0.112361943
02nat,tab095a,60,0.159290833,0.021165028
02nat,tab095a,60,0.102581888,0.188573262
02nat,tab095a,60,0.4160151,0.029530477
02nat,tab095a,60,0.087138588,0.138629022
02nat,tab095a,60,0.016918858,0.212570996
02nat,tab095a,60,0.154937646,0.050974505
02nat,tab095a,60,0.34058382,0.026848847
02nat,tab095a,60,0.319573003,0.053262303
02nat,tab095a,60,0.026126528,0.097783087
02nat,tab095a,60,0.21750665,0.261422315
02nat,tab095a,60,0.065483774,0.28246491
02nat,tab095a,60,0.051184256,0.435483686
02nat,tab095a,60,0.004076447,0.013749532
02nat,tab095a,60,0.045367675,0.006242517
02nat,tab095a,60,0.042270545,0.330733258
02nat,tab095a,60,0.5,0.999999933
02nat,tab095a,60,0.5,0.977660283
02nat,tab095a,60,0.006984544,0.036906735
02nat,tab095a,60,0.333167742,0.348957289
02nat,tab095a,60,0.174245571,0.173038319
02nat,tab095a,60,0.190538658,0.086622742
02nat,tab095a,60,0.168916803,0.091146015
02nat,tab095a,60,0.499999611,3.5903E-07
02nat,tab095a,60,0.123610343,0.543558698
02nat,tab095a,60,0.5,0.21330274
02nat,tab095a,60,0.154504228,0.03982189
02nat,tab095a,60,0.255016648,0.035927179
02nat,tab095a,60,0.499999875,8.70284E-08
02nat,tab095a,60,0.090057724,0.056124335
02nat,tab095a,60,0.062356802,0.104869005
02nat,tab095a,60,0.015850284,0.126089853
02nat,tab095a,60,0.011686523,0.045796537
02nat,tab095a,60,0.152712369,0.144639792
02nat,tab095a,60,0.039957734,0.233268448
02nat,tab095a,60,0.053246717,0.148139066
02nat,tab095a,60,0.233234019,0.161302945
02nat,tab095a,60,0.094573562,0.170472179
02nat,tab095a,60,0.321092201,0.140422921
02nat,tab095a,60,0.167511739,0.166526104
02nat,tab095a,60,0.059979579,0.017272567
02nat,tab095a,60,0.124098999,0.195771348
02nat,tab095a,60,0.157413149,0.036566485
02nat,tab095a,60,0.41218306,0.455946914
02nat,tab095a,60,0.070506895,0.104652734
02nat,tab095a,60,0.127034351,0.224742383
02nat,tab095a,60,0.071511438,0.148376051
02nat,tab095a,60,0.078300408,0.000852967
02nat,tab095a,60,0.4506427,0.031860973
02nat,tab095a,60,0.300816031,0.063616442
02nat,tab095a,60,0.156962124,0.051076998
02nat,tab095a,60,0.359881268,0.302382939
02nat,tab095a,60,0.271697518,0.170528426
02nat,tab095a,60,0.031079877,0.008046916
02nat,tab095a,60,0.0068493,0.066965545
02nat,tab095a,60,0.061902055,0.120722908
02nat,tab095a,60,0.029408395,0.044932041
02nat,tab095a,60,0.342651722,0.301915092
02nat,tab095a,60,0.352784362,0.216437999
02nat,tab095a,60,0.372332565,0.008608604
02nat,tab095a,60,0.178839719,0.172716533
02nat,tab095a,60,0.155005578,0.049331832
02nat,tab095a,60,0.231209683,0.15448233
02nat,tab095a,60,0.009384051,0.30021341
02nat,tab095a,60,0.032467456,0.363143422
02nat,tab095a,60,0.037293155,0.04986029
02nat,tab095a,60,0.499999996,0.682440057
02nat,tab095a,60,0.499999988,9.32293E-10
02nat,tab095a,60,0.005531361,0.259113003
02nat,tab095a,60,0.208181962,0.42356463
02nat,tab095a,60,0.137711866,0.092330269
02nat,tab095a,60,0.499999933,1.13794E-07
02nat,tab095a,60,0.07656983,0.122131716
02nat,tab095a,60,0.062657864,0.059288519
02nat,tab095a,60,0.00080894,0.044075244
02nat,tab095a,60,0.024295466,0.328197567
02nat,tab095a,60,0.071288605,0.299582268
02nat,tab095a,60,0.012405143,0.130495346
02nat,tab095a,60,0.221281017,0.059578332
02nat,tab095a,60,0.132338282,0.324633034
02nat,tab095a,60,0.499999985,8.24578E-09
02nat,tab095a,60,0.433111876,0.046088611
02nat,tab095a,60,0.085734984,0.223422052
02nat,tab095a,60,0.108844047,0.022742625
02nat,tab095a,60,0.499999837,1.67711E-08
02nat,tab095a,60,0.023642896,0.166389601
02nat,tab095a,60,0.015069127,0.023711639
02nat,tab095a,60,0.5,0.485082482
02nat,tab095a,60,0.120412846,0.049917806
02nat,tab095a,60,0.080441269,0.017079523
02nat,tab095a,60,0.045228052,0.064776404
02nat,tab095a,60,0.310823875,0.102259383
02nat,tab095a,60,0.406421631,0.194399915
02nat,tab095a,60,0.050934809,0.002258172
02nat,tab095a,60,0.081457028,0.066796052
02nat,tab095a,60,0.05885373,0.047856512
02nat,tab095a,60,0.241044127,0.04158875
02nat,tab095a,60,0.24201343,0.251352649
02nat,tab095a,60,0.27224669,0.09167887
02nat,tab095a,60,0.14027745,0.004379514
02nat,tab095a,60,0.371693122,0.072484642
02nat,tab095a,60,0.221643498,0.178189409
02nat,tab095a,60,0.079819825,0.243308032
02nat,tab095a,60,0.499999848,1.2301E-07
02nat,tab095a,60,0.00924233,0.04392216
02nat,tab095a,60,0.376708439,0.014368122
02nat,tab095a,60,0.067104059,0.144056192
02nat,tab095a,60,0.08890444,0.067346724
02nat,tab095a,60,0.177357183,0.191428716
02nat,tab095a,60,0.117830985,0.150450503
02nat,tab095a,60,0.419356819,0.044838703
02nat,tab095a,60,0.499999979,0.064424832
02nat,tab095a,60,0.087997066,0.171682271
02nat,tab095a,60,0.285597209,0.226553701
02nat,tab095a,60,0.193715971,0.214778462
02nat,tab095a,60,0.166666677,0.0502451
02nat,tab095a,60,0.5,0.999999685
02nat,tab095a,60,0.010861404,0.073884317
02nat,tab095a,60,0.468788286,0.514871226
02nat,tab095a,60,0.211900931,0.21480399
02nat,tab095a,60,0.019152896,0.066075719
02nat,tab095a,60,0.305157812,0.104586637
02nat,tab095a,60,0.207311927,0.069765112
02nat,tab095a,60,0.338097803,0.090198507
02nat,tab095a,60,0.499999782,0.112471268
02nat,tab095a,60,0.171340809,0.168478628
02nat,tab095a,60,0.217212032,0.248470058
02nat,tab095a,60,0.107164294,0.061060153
02nat,tab095a,60,0.034455094,0.003646176
02nat,tab095a,60,0.428399579,0.019549111
02nat,tab095a,60,0.499999998,0.058187909
02nat,tab095a,60,0.065852992,0.06518153
02nat,tab095a,60,0.105945256,0.041522802
02nat,tab095a,60,0.254070273,0.016157987
02nat,tab095a,60,0.14014302,0.059879155
02nat,tab095a,60,0.396656505,0.330972896
02nat,tab095a,60,0.028044091,0.161338897
02nat,tab095a,60,0.217715202,0.021425925
02nat,tab095a,60,0.090909082,0.135630359
02nat,tab095a,60,0.030512004,0.050249737
02nat,tab095a,60,0.091554269,0.000565275
02nat,tab095a,60,0.268270163,0.071698726
02nat,tab095a,60,0.169304863,0.330695074
02nat,tab095a,60,0.499999864,0.033960308
02nat,tab095a,60,0.107580584,0.075742737
02nat,tab095a,60,0.073872428,0.039513509
02nat,tab095a,60,0.012308415,0.063571377
02nat,tab095a,60,0.101702588,0.060286447
02nat,tab095a,60,0.318245987,0.060231734
02nat,tab095a,60,0.143120739,0.001017483
02nat,tab095a,60,0.141280158,0.0089501
02nat,tab095a,60,0.024378951,0.029598024
02nat,tab095a,60,0.186421593,0.196309855
02nat,tab095a,60,0.084833544,0.398749763
02nat,tab095a,60,0.13077225,0.369227739
02nat,tab095a,60,0.240667993,0.356040845
02nat,tab095a,60,0.138876932,0.162218722
02nat,tab095a,60,0.42310094,0.022529609
02nat,tab095a,60,0.18191269,0.506917029
02nat,tab095a,60,0.041392373,0.050640645
02nat,tab095a,60,0.499999771,0.595756663
02nat,tab095a,60,0.018949511,0.006621294
02nat,tab095a,60,0.15526582,0.146866535
02nat,tab095a,60,0.134634502,0.280024056
02nat,tab095a,60,0.40933305,0.336807188
02nat,tab095a,60,0.499999825,0.606804208
02nat,tab095a,60,0.115131377,0.296956464
02nat,tab095a,60,0.162582935,0.100645895
02nat,tab095a,60,0.423379995,0.076619965
02nat,tab095a,60,0.304388671,0.047299895
02nat,tab095a,60,0.105900502,0.034994231
02nat,tab095a,60,0.342430234,0.376819916
02nat,tab095a,60,0.304558267,0.051108502
02nat,tab095a,60,0.274141581,0.136523127
02nat,tab095a,60,0.032530929,0.206768683
02nat,tab095a,60,0.005943126,0.49405683
02nat,tab095a,60,0.095779677,0.139273255
02nat,tab095a,60,0.499999691,9.31247E-08
02nat,tab095a,60,0.499999909,5.42057E-08
02nat,tab095a,60,0.499999721,2.34627E-07
02nat,tab095a,60,0.05934831,0.009633842
02nat,tab095a,60,0.041321942,0.045847979
02nat,tab095a,60,0.137608023,0.00786867
02nat,tab095a,60,0.5,0.582987491
02nat,tab095a,60,0.247611613,0.094679864
02nat,tab095a,60,0.5,0.730148838
02nat,tab095a,60,0.013285083,0.080121566
02nat,tab095a,60,0.49999996,0.122488823
02nat,tab095a,60,0.256551453,0.164456727
02nat,tab095a,60,0.29435738,0.231138926
02nat,tab095a,60,0.5,0.266695565
02nat,tab095a,60,0.072848606,0.371946643
02nat,tab095a,60,0.499999891,5.31681E-09
02nat,tab095a,60,0.106117478,0.019438633
02nat,tab095a,60,0.392846244,0.010916175
02nat,tab095a,60,0.286261472,0.167184926
02nat,tab095a,60,0.5,0.814563509
02nat,tab095a,60,0.387510695,0.398282047
02nat,tab095a,60,0.5,0.999999902
02nat,tab095a,60,0.499999876,7.96603E-08
02nat,tab095a,60,0.499999922,5.64536E-09
02nat,tab095a,60,0.039600817,0.02967464
02nat,tab095a,60,0.5,0.652750334
02nat,tab095a,60,0.138674731,0.216764033
02nat,tab095a,60,0.5,0.57264101
02nat,tab095a,60,0.5,0.475496626
02nat,tab095a,60,0.178048774,0.079371354
02nat,tab095a,60,0.313927372,0.229893752
02nat,tab095a,60,0.05046637,0.124173543
02nat,tab095a,60,0.396373018,0.076535214
02nat,tab095a,60,0.046912703,0.142919832
02nat,tab095a,60,0.362358609,0.102631913
02nat,tab095a,60,0.368959092,0.253715336
02nat,tab095a,60,0.093924868,0.115301871
02nat,tab095a,60,0.091823249,0.124161926
02nat,tab095a,60,0.145078558,0.087605673
02nat,tab095a,60,0.352748583,0.215524855
02nat,tab095a,60,0.111903508,0.061971815
02nat,tab095a,60,0.158350916,0.143474875
02nat,tab095a,60,0.13098367,0.009429783
02nat,tab095a,60,0.233250348,0.151652089
02nat,tab095a,60,0.283725868,0.171915913
02nat,tab095a,60,0.107227679,0.194780215
02nat,tab095a,60,0.054514268,0.195039003
02nat,tab095a,60,0.137984429,0.040693731
02nat,tab095a,60,0.075104753,0.109788801
02nat,tab095a,60,0.5,0.999999945
02nat,tab095a,60,0.054774262,0.248037091
02nat,tab095a,60,0.103765403,0.089206799
02nat,tab095a,60,0.055197179,0.078705291
02nat,tab095a,60,0.196694909,0.017238503
02nat,tab095a,60,0.084754284,0.072584398
02nat,tab095a,60,0.048560124,0.022372667
02nat,tab095a,60,0.078006354,0.182299647
02nat,tab095a,60,0.260082841,0.024205706
02nat,tab095a,60,0.033239937,0.185336835
02nat,tab095a,60,0.076845537,0.00935096
02nat,tab095a,60,0.260496332,0.099960271
02nat,tab095a,60,0.352189788,0.226208952
02nat,tab095a,60,0.104736535,0.094416283
02nat,tab095a,60,0.014417863,0.006075647
02nat,tab095a,60,0.131387314,0.123667206
02nat,tab095a,60,0.011627905,0.045406965
02nat,tab095a,60,0.150705332,0.067420027
02nat,tab095a,60,0.037238589,0.050601669
02nat,tab095a,60,0.321402066,0.017761115
02nat,tab095a,60,0.021613123,0.011732468
02nat,tab095a,60,0.004335616,0.016438234
02nat,tab095a,60,0.055382221,0.106130969
02nat,tab095a,60,0.168908372,0.13720451
02nat,tab095a,60,0.282122966,0.489112118
02nat,tab095a,60,0.161422954,0.049224196
02nat,tab095a,60,0.194856759,0.009927501
02nat,tab095a,60,0.030925969,0.027664362
02nat,tab095a,60,0.056019766,0.024342441
02nat,tab095a,60,0.333317779,0.313829586
02nat,tab095a,60,0.184371185,0.266165882
02nat,tab095a,60,0.138263968,0.064803175
02nat,tab095a,60,0.250941737,0.141508414
02nat,tab095a,60,0.116387096,0.113945925
02nat,tab095a,60,0.018786472,0.150910586
02nat,tab095a,60,0.061956165,0.295483956
02nat,tab095a,60,0.085278603,0.032493934
02nat,tab095a,60,0.114493575,0.104785335
02nat,tab095a,60,0.241056207,0.39069725
02nat,tab095a,60,0.224194618,0.15977311
02nat,tab095a,60,0.116937998,0.09619902
02nat,tab095a,60,0.204371063,0.1455163
02nat,tab095a,60,0.100578658,0.070926663
02nat,tab095a,60,0.016216226,0.119502472
02nat,tab095a,60,0.033105483,0.121689378
02nat,tab095a,60,0.238326221,0.162250436
02nat,tab095a,60,0.133940614,0.093803545
02nat,tab095a,60,0.125128039,0.08578856
02nat,tab095a,60,0.499999933,0.57260366
02nat,tab095a,60,0.099960242,0.156504046
02nat,tab095a,60,0.18998888,0.187310605
02nat,tab095a,60,0.168196762,0.054332878
02nat,tab095a,60,0.016575922,0.013595041
02nat,tab095a,60,0.345105055,0.100892738
02nat,tab095a,60,0.136955635,0.080778969
02nat,tab095a,60,0.008935562,0.045775605
02nat,tab095a,60,0.06091733,0.025121918
02nat,tab095a,60,0.084050467,0.081426378
02nat,tab095a,60,0.2071701,0.119307667
02nat,tab095a,60,0.032164838,0.156897866
02nat,tab095a,60,0.030115735,0.146490766
02nat,tab095a,60,0.137262978,0.040110588
02nat,tab095a,60,0.02019422,0.026079184
02nat,tab095a,60,0.350544627,0.20976088
02nat,tab095a,60,0.109285672,0.01637096
02nat,tab095a,60,0.02371228,0.071186864
02nat,tab095a,60,0.086662668,0.103576382
02nat,tab095a,60,0.029464537,0.033000612
02nat,tab095a,60,0.041365109,0.144940626
02nat,tab095a,60,0.086200374,0.374203613
02nat,tab095a,60,0.076164054,0.009290492
02nat,tab095a,60,0.100000001,0.083189592
02nat,tab095a,60,0.033955315,0.398014293
02nat,tab095a,60,0.05909857,0.121125502
02nat,tab095a,60,0.093828297,0.054456648
02nat,tab095a,60,0.021464294,0.039301939
02nat,tab095a,60,0.022756267,0.076028047
02nat,tab095a,60,0.068771144,0.098145165
02nat,tab095a,60,0.030387247,0.026125842
02nat,tab095a,60,0.031769108,0.149790862
02nat,tab095a,60,0.070261982,0.043322338
02nat,tab095a,60,0.162337637,0.033867602
02nat,tab095a,60,0.376996476,0.057862436
02nat,tab095a,60,0.239844081,0.103924103
02nat,tab095a,60,0.0737737,0.137551658
02nat,tab095a,60,0.236815419,0.003294868
02nat,tab095a,60,0.110985713,0.010901433
02nat,tab095a,60,0.21269958,0.067336373
02nat,tab095a,60,0.054431101,0.000907278
02nat,tab095a,60,0.063773066,0.070308144
02nat,tab095a,60,0.152121656,0.036889612
02nat,tab095a,60,0.085674691,0.051180254
02nat,tab095a,60,0.016994171,0.092911234
02nat,tab095a,60,0.130298136,0.110342712
02nat,tab095a,60,0.034398194,0.155819875
02nat,tab095a,60,0.156787364,0.138764548
02nat,tab095a,60,0.021036805,0.035851628
02nat,tab095a,60,0.03434976,0.014440676
02nat,tab095a,60,0.079358057,0.05524481
02nat,tab095a,60,0.027089836,0.076864015
02nat,tab095a,60,0.257478498,0.046535801
02nat,tab095a,60,0.051608135,0.004029911
02nat,tab095a,60,0.312771378,0.083439513
02nat,tab095a,60,0.01941787,0.049435296
02nat,tab095a,60,0.290856267,0.114580845
02nat,tab095a,60,0.316108748,0.090232244
02nat,tab095a,60,0.256411394,0.001436394
02nat,tab095a,60,0.156819688,0.040249691
02nat,tab095a,60,0.28221541,0.116062912
02nat,tab095a,60,0.057587774,0.134102376
02nat,tab095a,60,0.066201308,0.09689392
02nat,tab095a,60,0.140854866,0.004356167
02nat,tab095a,60,0.212046928,0.022316487
02nat,tab095a,60,0.223525699,0.007065574
02nat,tab095a,60,0.350392882,0.051215618
02nat,tab095a,60,0.111472489,0.060849442
02nat,tab095a,60,0.023146947,0.136386726
02nat,tab095a,60,0.169454385,0.10728837
02nat,tab095a,60,0.106189308,0.044391564
02nat,tab095a,60,0.072229766,0.076485091
02nat,tab095a,60,0.189029607,0.169869893
02nat,tab095a,60,0.032090134,0.103007535
02nat,tab095a,60,0.323100894,0.081270826
02nat,tab095a,60,0.146442443,0.011749034
02nat,tab095a,60,0.368716319,0.282569337
02nat,tab095a,60,0.5,0.396318031
02nat,tab095a,60,0.190176305,0.201909748
02nat,tab095a,60,0.054073943,0.067869447
02nat,tab095a,60,0.267810017,0.233195111
02nat,tab095a,60,0.123424773,0.000769394
02nat,tab095a,60,0.428545402,0.006994412
02nat,tab095a,60,0.081838588,0.08851728
02nat,tab095a,60,0.106606658,0.063639755
02nat,tab095a,60,0.281785957,0.036646907
02nat,tab095a,60,0.049003616,0.080570528
02nat,tab095a,60,0.054207114,0.121335754
02nat,tab095a,60,0.036148512,0.036671863
02nat,tab095a,60,0.0086343,0.274390522
02nat,tab095a,60,0.003847136,0.084948407
02nat,tab095a,60,0.01876843,0.358422713
02nat,tab095a,60,0.105733562,0.170033201
02nat,tab095a,60,0.101591848,0.069085993
02nat,tab095a,60,0.499999187,3.74411E-07
02nat,tab095a,60,0.095634996,0.043231695
02nat,tab095a,60,8.44024E-09,0.256730294
02nat,tab095a,60,0.013387971,0.06732489
02nat,tab095a,60,0.181635917,0.061588194
02nat,tab095a,60,0.1017656,0.001583434
02nat,tab095a,60,0.041277014,0.078348051
02nat,tab095a,60,0.40543971,0.066427236
02nat,tab095a,60,0.178584724,0.074315179
02nat,tab095a,60,0.134414193,0.00545716
02nat,tab095a,60,0.049469797,0.060642189
02nat,tab095a,60,0.014063359,0.059085748
02nat,tab095a,60,0.093614382,0.096499554
02nat,tab095a,60,0.106085723,0.05439163
02nat,tab095a,60,0.107042854,0.071081002
02nat,tab095a,60,0.328644289,0.002757098
02nat,tab095a,60,0.223079254,0.054503145
02nat,tab095a,60,0.191299442,0.106054786
02nat,tab095a,60,0.175844157,0.025419778
02nat,tab095a,60,0.464114996,0.08589781
02nat,tab095a,60,0.053572662,0.210231016
02nat,tab095a,60,0.004791813,0.085095551
02nat,tab095a,60,0.028886793,0.00849325
02nat,tab095a,60,0.046496705,0.077621651
02nat,tab095a,60,0.271036949,0.150959262
02nat,tab095a,60,0.336385841,0.220466202
02nat,tab095a,60,0.250637246,0.019297007
02nat,tab095a,60,0.220441425,0.00515119
02nat,tab095a,60,0.023035215,0.116705592
02nat,tab095a,60,0.121194361,0.04675743
02nat,tab095a,60,0.029105759,0.241298484
02nat,tab095a,60,0.001632658,0.020262944
02nat,tab095a,60,0.002476937,0.02547431
02nat,tab095a,60,0.03832217,0.020312911
02nat,tab095a,60,0.267914427,0.169862393
02nat,tab095a,60,0.355553226,0.200678648
02nat,tab095a,60,0.071234625,0.054177862
02nat,tab095a,60,0.252341567,0.132570622
02nat,tab095a,60,0.154078924,0.031048898
02nat,tab095a,60,0.499999936,9.57239E-08
02nat,tab095a,60,0.058956069,0.155326833
02nat,tab095a,60,0.319930627,0.205416978
02nat,tab095a,60,0.050245461,0.127479382
02nat,tab095a,60,0.022272468,0.061398526
02nat,tab095a,60,0.092920352,0.03394798
02nat,tab095a,60,0.018179426,0.044600881
02nat,tab095a,60,0.32435905,0.040896887
02nat,tab095a,60,0.069968921,0.008187902
02nat,tab095a,60,0.074887955,0.003624873
02nat,tab095a,60,0.122825256,0.051247918
02nat,tab095a,60,0.229480337,0.096566321
02nat,tab095a,60,0.015456006,0.053361445
02nat,tab095a,60,0.181538435,0.022686899
02nat,tabChu,60,0.175761546,0.165548091
02nat,tabChu,60,0.476043362,0.631550218
02nat,tabChu,60,0.20704434,0.311464235
02nat,tabChu,60,0.035478719,0.013036653
02nat,tabChu,60,0.12781553,0.159896643
02nat,tabChu,60,0.085964241,0.008127403
02nat,tabChu,60,0.097424032,0.062923448
02nat,tabChu,60,0.029336969,0.283668846
02nat,tabChu,60,0.01247402,0.150718117
02nat,tabChu,60,0.155619502,0.01778551
02nat,tabChu,60,0.407713431,0.023385778
02nat,tabChu,60,1.0469E-08,0.187469526
02nat,tabChu,60,0.024545055,0.024507375
02nat,tabChu,60,0.030369509,0.047634826
02nat,tabChu,60,0.103303695,0.092837957
02nat,tabChu,60,0.133502937,0.041984624
02nat,tabChu,60,0.080058071,0.024601702
02nat,tabChu,60,0.151327813,0.013075532
02nat,tabChu,60,0.172121641,0.072056941
02nat,tabChu,60,1.16822E-07,0.5000001
02nat,tabChu,60,0.027160748,0.114259491
02nat,tabChu,60,0.051423129,0.219286109
02nat,tabChu,60,0.02646179,0.155874566
02nat,tabChu,60,0.094949648,0.049200838
02nat,tabChu,60,0.104730161,0.09317085
02nat,tabChu,60,0.055226811,0.06774196
02nat,tabChu,60,0.499999976,0.01364489
02nat,tabChu,60,0.124823881,0.098089452
02nat,tabChu,60,0.084552317,0.09379999
02nat,tabChu,60,0.284397194,0.054376123
02nat,tabChu,60,0.219766495,0.0239118
02nat,tabChu,60,0.11401581,0.034496622
02nat,tabChu,60,0.069249895,0.085141679
02nat,tabChu,60,0.060487816,0.019983004
02nat,tabChu,60,0.023104309,0.071272217
02nat,tabChu,60,0.116304362,0.339320393
02nat,tabChu,60,0.010338249,0.228066125
02nat,tabChu,60,0.109546999,0.018745849
02nat,tabChu,60,0.120377491,0.055726846
02nat,tabChu,60,0.240850346,0.02345328
02nat,tabChu,60,0.060268105,0.032038307
02nat,tabChu,60,0.121018443,0.02237447
02nat,tabChu,60,0.499999983,0.518647797
02nat,tabChu,60,0.061902582,0.028384799
02nat,tabChu,60,0.133347483,0.024773789
02nat,tabChu,60,0.137831645,0.521479305
02nat,tabChu,60,0.189003235,0.172533893
02nat,tabChu,60,0.037543522,0.028207738
02nat,tabChu,60,0.200148434,0.146716535
02nat,tabChu,60,0.298408953,0.216616752
02nat,tabChu,60,0.140824747,0.023495581
02nat,tabChu,60,0.000621955,0.030250588
02nat,tabChu,60,0.010713965,0.09647651
02nat,tabChu,60,0.316130723,0.068494001
02nat,tabChu,60,0.061902391,0.001385156
02nat,tabChu,60,0.416174456,0.062201369
02nat,tabChu,60,0.024057031,0.067075975
02nat,tabChu,60,0.057010037,0.048801105
02nat,tabChu,60,0.064358987,0.026592884
02nat,tabChu,60,0.086943095,0.180227511
02nat,tabChu,60,0.098383711,0.207616793
02nat,tabChu,60,0.197525301,0.058967887
02nat,tabChu,60,0.034528763,0.040351517
02nat,tabChu,60,0.122803108,0.100136192
02nat,tabChu,60,0.050909867,0.207121182
02nat,tabChu,60,0.340951307,0.017658631
02nat,tabChu,60,0.184251847,0.115593299
02nat,tabChu,60,0.014501547,0.044987498
02nat,tabChu,60,0.139357428,0.050853647
02nat,tabChu,60,0.087258326,0.008418381
02nat,tabChu,60,0.072060837,0.045085407
02nat,tabChu,60,0.131779881,4.89983E-05
02nat,tabChu,60,0.023215651,0.23143576
02nat,tabChu,60,0.068430956,0.112510962
02nat,tabChu,60,0.314088069,0.099420347
02nat,tabChu,60,0.133289042,0.012962561
02nat,tabChu,60,0.229696345,0.020069607
02nat,tabChu,60,0.438931298,0.308929398
02nat,tabChu,60,0.083134387,0.084959422
02nat,tabChu,60,0.06430076,0.083011601
02nat,tabChu,60,0.101824739,0.06977108
02nat,tabChu,60,0.5,0.999999984
02nat,tabChu,60,0.082847569,0.035592041
02nat,tabChu,60,0.098163043,0.165657927
02nat,tabChu,60,0.13219653,0.048530489
02nat,tabChu,60,0.047522729,0.045566366
02nat,tabChu,60,0.08249199,0.08602946
02nat,tabChu,60,0.229340497,0.440278988
02nat,tabChu,60,0.002752228,0.041797909
02nat,tabChu,60,0.039727022,0.037353851
02nat,tabChu,60,0.296722991,0.123070221
02nat,tabChu,60,0.159885141,0.104809184
02nat,tabChu,60,0.259754836,0.008476295
02nat,tabChu,60,0.020506663,0.06150225
02nat,tabChu,60,0.007681844,0.003887483
02nat,tabChu,60,0.499999952,0.023654914
02nat,tabChu,60,0.406746732,0.010105887
02nat,tabChu,60,0.03318887,0.149529259
02nat,tabChu,60,0.248181274,0.427904191
02nat,tabChu,60,0.23060378,0.06022831
02nat,tabChu,60,0.07042816,0.089051952
02nat,tabChu,60,0.053937609,0.3056416
02nat,tabChu,60,0.042940639,0.025291817
02nat,tabChu,60,0.177092422,0.141399261
02nat,tabChu,60,0.024671755,0.037572362
